Date,ControlPoint,Beishang,Nanxia,NetFlow
2025-06-27,Sha Tau Kok,0,0,0
2025-06-27,Shenzhen Bay,51759,-15711,36048
2025-06-28,Express Rail Link West Kowloon,39629,-37227,2402
2025-06-28,Lo Wu,121178,-17757,103421
2025-06-28,Lok Ma Chau Spur Line,100827,-22331,78496
2025-06-28,Heung Yuen Wai,42145,-7985,34160
2025-06-28,Lok Ma Chau,19968,-4836,15132
2025-06-28,Man Kam To,2730,-737,1993
2025-06-28,Sha Tau Kok,0,0,0
2025-06-28,Shenzhen Bay,73947,-21492,52455
2025-06-29,Express Rail Link West Kowloon,19287,-28724,-9437
2025-06-29,Lo Wu,87026,-15535,71491
2025-06-29,Lok Ma Chau Spur Line,72440,-19264,53176
2025-06-29,Heung Yuen Wai,35775,-10175,25600
2025-06-29,Lok Ma Chau,15642,-3697,11945
2025-06-29,Man Kam To,1711,-671,1040
2025-06-29,Sha Tau Kok,0,0,0
2025-06-29,Shenzhen Bay,54812,-17264,37548
2025-06-30,Express Rail Link West Kowloon,19435,-19357,78
2025-06-30,Lo Wu,87289,-12615,74674
2025-06-30,Lok Ma Chau Spur Line,71325,-13895,57430
2025-06-30,Heung Yuen Wai,34700,-7023,27677
2025-06-30,Lok Ma Chau,15079,-3371,11708
2025-06-30,Man Kam To,2506,-554,1952
2025-06-30,Sha Tau Kok,0,0,0
2025-06-30,Shenzhen Bay,46054,-12256,33798
2025-07-01,Express Rail Link West Kowloon,15366,-15955,-589
2025-07-01,Lo Wu,74114,-11942,62172
2025-07-01,Lok Ma Chau Spur Line,62650,-12644,50006
2025-07-01,Heung Yuen Wai,31237,-6631,24606
2025-07-01,Lok Ma Chau,14102,-2568,11534
2025-07-01,Man Kam To,1884,-541,1343
2025-07-01,Sha Tau Kok,0,0,0
2025-07-01,Shenzhen Bay,42542,-11596,30946
2025-07-02,Express Rail Link West Kowloon,14957,-19391,-4434
2025-07-02,Lo Wu,64567,-12651,51916
2025-07-02,Lok Ma Chau Spur Line,52968,-14328,38640
2025-07-02,Heung Yuen Wai,29829,-6842,22987
2025-07-02,Lok Ma Chau,10334,-3535,6799
2025-07-02,Man Kam To,2336,-581,1755
2025-07-02,Sha Tau Kok,0,0,0
2025-07-02,Shenzhen Bay,33951,-12790,21161
2025-07-03,Express Rail Link West Kowloon,15746,-19261,-3515
2025-07-03,Lo Wu,67263,-12880,54383
2025-07-03,Lok Ma Chau Spur Line,54421,-14271,40150
2025-07-03,Heung Yuen Wai,31403,-7291,24112
2025-07-03,Lok Ma Chau,10363,-3649,6714
2025-07-03,Man Kam To,2261,-599,1662
2025-07-03,Sha Tau Kok,0,0,0
2025-07-03,Shenzhen Bay,36214,-13258,22956
2025-07-04,Express Rail Link West Kowloon,24734,-21751,2983
2025-07-04,Lo Wu,80927,-14622,66305
2025-07-04,Lok Ma Chau Spur Line,67324,-15783,51541
2025-07-04,Heung Yuen Wai,34905,-6949,27956
2025-07-04,Lok Ma Chau,13312,-3754,9558
2025-07-04,Man Kam To,2485,-655,1830
2025-07-04,Sha Tau Kok,0,0,0
2025-07-04,Shenzhen Bay,47365,-16002,31363
2025-07-05,Express Rail Link West Kowloon,23860,-34831,-10971
2025-07-05,Lo Wu,106419,-19912,86507
2025-07-05,Lok Ma Chau Spur Line,89943,-28376,61567
2025-07-05,Heung Yuen Wai,40511,-10433,30078
2025-07-05,Lok Ma Chau,19123,-4777,14346
2025-07-05,Man Kam To,2674,-869,1805
2025-07-05,Sha Tau Kok,0,0,0
2025-07-05,Shenzhen Bay,61495,-23769,37726
2025-07-06,Express Rail Link West Kowloon,13864,-27277,-13413
2025-07-06,Lo Wu,78970,-17223,61747
2025-07-06,Lok Ma Chau Spur Line,65302,-22118,43184
2025-07-06,Heung Yuen Wai,35205,-12743,22462
2025-07-06,Lok Ma Chau,13953,-3648,10305
2025-07-06,Man Kam To,1623,-678,945
2025-07-06,Sha Tau Kok,0,0,0
2025-07-06,Shenzhen Bay,45991,-18386,27605
2025-07-07,Express Rail Link West Kowloon,15196,-23290,-8094
2025-07-07,Lo Wu,68061,-15456,52605
2025-07-07,Lok Ma Chau Spur Line,54279,-16619,37660
2025-07-07,Heung Yuen Wai,29237,-8442,20795
2025-07-07,Lok Ma Chau,10405,-3887,6518
2025-07-07,Man Kam To,2066,-646,1420
2025-07-07,Sha Tau Kok,0,0,0
2025-07-07,Shenzhen Bay,35274,-14931,20343
2025-07-08,Express Rail Link West Kowloon,14430,-21360,-6930
2025-07-08,Lo Wu,67604,-14210,53394
2025-07-08,Lok Ma Chau Spur Line,54426,-15498,38928
2025-07-08,Heung Yuen Wai,29209,-7839,21370
2025-07-08,Lok Ma Chau,11130,-3422,7708
2025-07-08,Man Kam To,2118,-611,1507
2025-07-08,Sha Tau Kok,0,0,0
2025-07-08,Shenzhen Bay,35898,-14816,21082
2025-07-09,Express Rail Link West Kowloon,14571,-20763,-6192
2025-07-09,Lo Wu,65452,-14339,51113
2025-07-09,Lok Ma Chau Spur Line,54717,-16259,38458
2025-07-09,Heung Yuen Wai,29121,-10654,18467
2025-07-09,Lok Ma Chau,10695,-4045,6650
2025-07-09,Man Kam To,2226,-643,1583
2025-07-09,Sha Tau Kok,0,0,0
2025-07-09,Shenzhen Bay,34182,-14641,19541
2025-07-10,Express Rail Link West Kowloon,16969,-18573,-1604
2025-07-10,Lo Wu,59862,-11911,47951
2025-07-10,Lok Ma Chau Spur Line,47030,-12582,34448
2025-07-10,Heung Yuen Wai,23154,-6856,16298
2025-07-10,Lok Ma Chau,9396,-3292,6104
2025-07-10,Man Kam To,1878,-462,1416
2025-07-10,Sha Tau Kok,0,0,0
2025-07-10,Shenzhen Bay,30310,-12139,18171
2025-07-11,Express Rail Link West Kowloon,24616,-19662,4954
2025-07-11,Lo Wu,78231,-13348,64883
2025-07-11,Lok Ma Chau Spur Line,61654,-14697,46957
2025-07-11,Heung Yuen Wai,30876,-7769,23107
2025-07-11,Lok Ma Chau,12816,-3342,9474
2025-07-11,Man Kam To,1851,-546,1305
2025-07-11,Sha Tau Kok,0,0,0
2025-07-11,Shenzhen Bay,42645,-14236,28409
2025-07-12,Express Rail Link West Kowloon,28418,-33349,-4931
2025-07-12,Lo Wu,115362,-18822,96540
2025-07-12,Lok Ma Chau Spur Line,94237,-24002,70235
2025-07-12,Heung Yuen Wai,42783,-11273,31510
2025-07-12,Lok Ma Chau,19374,-4454,14920
2025-07-12,Man Kam To,2484,-746,1738
2025-07-12,Sha Tau Kok,0,0,0
2025-07-12,Shenzhen Bay,65697,-23328,42369
2025-07-13,Express Rail Link West Kowloon,16373,-28483,-12110
2025-07-13,Lo Wu,106868,-20921,85947
2025-07-13,Lok Ma Chau Spur Line,82151,-25050,57101
2025-07-13,Heung Yuen Wai,32387,-13615,18772
2025-07-13,Lok Ma Chau,14136,-4219,9917
2025-07-13,Man Kam To,1594,-758,836
2025-07-13,Sha Tau Kok,0,0,0
2025-07-13,Shenzhen Bay,48042,-21650,26392
2025-07-14,Express Rail Link West Kowloon,17523,-25836,-8313
2025-07-14,Lo Wu,72020,-17919,54101
2025-07-14,Lok Ma Chau Spur Line,57415,-18683,38732
2025-07-14,Heung Yuen Wai,31297,-9832,21465
2025-07-14,Lok Ma Chau,10909,-4859,6050
2025-07-14,Man Kam To,2232,-711,1521
2025-07-14,Sha Tau Kok,0,0,0
2025-07-14,Shenzhen Bay,38164,-17523,20641
2025-07-15,Express Rail Link West Kowloon,18439,-26302,-7863
2025-07-15,Lo Wu,70581,-17293,53288
2025-07-15,Lok Ma Chau Spur Line,56705,-18238,38467
2025-07-15,Heung Yuen Wai,30505,-8762,21743
2025-07-15,Lok Ma Chau,11137,-4369,6768
2025-07-15,Man Kam To,1989,-700,1289
2025-07-15,Sha Tau Kok,0,0,0
2025-07-15,Shenzhen Bay,38259,-17349,20910
2025-07-16,Express Rail Link West Kowloon,19543,-26081,-6538
2025-07-16,Lo Wu,70704,-16941,53763
2025-07-16,Lok Ma Chau Spur Line,56532,-18175,38357
2025-07-16,Heung Yuen Wai,29602,-10957,18645
2025-07-16,Lok Ma Chau,11037,-4396,6641
2025-07-16,Man Kam To,1994,-669,1325
2025-07-16,Sha Tau Kok,0,0,0
2025-07-16,Shenzhen Bay,37389,-17144,20245
2025-07-17,Express Rail Link West Kowloon,20238,-24607,-4369
2025-07-17,Lo Wu,71641,-16263,55378
2025-07-17,Lok Ma Chau Spur Line,57446,-17561,39885
2025-07-17,Heung Yuen Wai,30479,-9177,21302
2025-07-17,Lok Ma Chau,11448,-3918,7530
2025-07-17,Man Kam To,1846,-623,1223
2025-07-17,Sha Tau Kok,0,0,0
2025-07-17,Shenzhen Bay,40272,-15813,24459
2025-07-18,Express Rail Link West Kowloon,30174,-25288,4886
2025-07-18,Lo Wu,82724,-15745,66979
2025-07-18,Lok Ma Chau Spur Line,64571,-16552,48019
2025-07-18,Heung Yuen Wai,30325,-8100,22225
2025-07-18,Lok Ma Chau,13012,-3886,9126
2025-07-18,Man Kam To,1861,-500,1361
2025-07-18,Sha Tau Kok,0,0,0
2025-07-18,Shenzhen Bay,46920,-16475,30445
2025-07-19,Express Rail Link West Kowloon,31481,-36896,-5415
2025-07-19,Lo Wu,103900,-20015,83885
2025-07-19,Lok Ma Chau Spur Line,82500,-27185,55315
2025-07-19,Heung Yuen Wai,36874,-11069,25805
2025-07-19,Lok Ma Chau,16923,-4653,12270
2025-07-19,Man Kam To,2470,-756,1714
2025-07-19,Sha Tau Kok,0,0,0
2025-07-19,Shenzhen Bay,57087,-23898,33189
2025-07-20,Express Rail Link West Kowloon,3525,-6607,-3082
2025-07-20,Lo Wu,8110,-2540,5570
2025-07-20,Lok Ma Chau Spur Line,6130,-4575,1555
2025-07-20,Heung Yuen Wai,2818,-2605,213
2025-07-20,Lok Ma Chau,4956,-4317,639
2025-07-20,Man Kam To,44,-53,-9
2025-07-20,Sha Tau Kok,0,0,0
2025-07-20,Shenzhen Bay,1937,-2380,-443
2025-07-21,Express Rail Link West Kowloon,19192,-22069,-2877
2025-07-21,Lo Wu,63588,-14259,49329
2025-07-21,Lok Ma Chau Spur Line,50869,-14800,36069
2025-07-21,Heung Yuen Wai,23738,-8833,14905
2025-07-21,Lok Ma Chau,9326,-3932,5394
2025-07-21,Man Kam To,1585,-536,1049
2025-07-21,Sha Tau Kok,0,0,0
2025-07-21,Shenzhen Bay,34394,-13935,20459
2025-07-22,Express Rail Link West Kowloon,17927,-21736,-3809
2025-07-22,Lo Wu,69422,-14631,54791
2025-07-22,Lok Ma Chau Spur Line,54682,-16482,38200
2025-07-22,Heung Yuen Wai,28738,-8257,20481
2025-07-22,Lok Ma Chau,10704,-3622,7082
2025-07-22,Man Kam To,1662,-591,1071
2025-07-22,Sha Tau Kok,0,0,0
2025-07-22,Shenzhen Bay,36055,-14117,21938
2025-07-23,Express Rail Link West Kowloon,18144,-23417,-5273
2025-07-23,Lo Wu,72393,-15903,56490
2025-07-23,Lok Ma Chau Spur Line,56779,-16992,39787
2025-07-23,Heung Yuen Wai,30630,-10960,19670
2025-07-23,Lok Ma Chau,11108,-3798,7310
2025-07-23,Man Kam To,1869,-612,1257
2025-07-23,Sha Tau Kok,0,0,0
2025-07-23,Shenzhen Bay,38425,-15182,23243
2025-07-24,Express Rail Link West Kowloon,19135,-27170,-8035
2025-07-24,Lo Wu,71851,-17494,54357
2025-07-24,Lok Ma Chau Spur Line,55920,-18656,37264
2025-07-24,Heung Yuen Wai,31463,-11152,20311
2025-07-24,Lok Ma Chau,11182,-3639,7543
2025-07-24,Man Kam To,1953,-628,1325
2025-07-24,Sha Tau Kok,0,0,0
2025-07-24,Shenzhen Bay,37852,-16988,20864
2025-07-25,Express Rail Link West Kowloon,28177,-30376,-2199
2025-07-25,Lo Wu,85383,-19494,65889
2025-07-25,Lok Ma Chau Spur Line,68906,-20445,48461
2025-07-25,Heung Yuen Wai,33470,-9835,23635
2025-07-25,Lok Ma Chau,13258,-4561,8697
2025-07-25,Man Kam To,2013,-684,1329
2025-07-25,Sha Tau Kok,0,0,0
2025-07-25,Shenzhen Bay,49517,-19185,30332
2025-07-26,Express Rail Link West Kowloon,29991,-43149,-13158
2025-07-26,Lo Wu,123123,-27667,95456
2025-07-26,Lok Ma Chau Spur Line,101508,-38210,63298
2025-07-26,Heung Yuen Wai,44095,-15949,28146
2025-07-26,Lok Ma Chau,19999,-5757,14242
2025-07-26,Man Kam To,2828,-861,1967
2025-07-26,Sha Tau Kok,0,0,0
2025-07-26,Shenzhen Bay,74219,-28690,45529
2025-07-27,Express Rail Link West Kowloon,17814,-35762,-17948
2025-07-27,Lo Wu,89965,-23371,66594
2025-07-27,Lok Ma Chau Spur Line,74438,-29067,45371
2025-07-27,Heung Yuen Wai,37590,-16821,20769
2025-07-27,Lok Ma Chau,15156,-4149,11007
2025-07-27,Man Kam To,1958,-768,1190
2025-07-27,Sha Tau Kok,0,0,0
2025-07-27,Shenzhen Bay,52666,-20415,32251
2025-07-28,Express Rail Link West Kowloon,17535,-28577,-11042
2025-07-28,Lo Wu,70898,-18834,52064
2025-07-28,Lok Ma Chau Spur Line,56481,-19535,36946
2025-07-28,Heung Yuen Wai,29461,-11965,17496
2025-07-28,Lok Ma Chau,10799,-4583,6216
2025-07-28,Man Kam To,1904,-607,1297
2025-07-28,Sha Tau Kok,0,0,0
2025-07-28,Shenzhen Bay,37321,-16827,20494
2025-07-29,Express Rail Link West Kowloon,15947,-25024,-9077
2025-07-29,Lo Wu,62455,-15333,47122
2025-07-29,Lok Ma Chau Spur Line,48473,-16536,31937
2025-07-29,Heung Yuen Wai,23162,-9488,13674
2025-07-29,Lok Ma Chau,10005,-3482,6523
2025-07-29,Man Kam To,1614,-574,1040
2025-07-29,Sha Tau Kok,0,0,0
2025-07-29,Shenzhen Bay,33410,-14842,18568
2025-07-30,Express Rail Link West Kowloon,17065,-24219,-7154
2025-07-30,Lo Wu,68894,-15434,53460
2025-07-30,Lok Ma Chau Spur Line,54938,-16792,38146
2025-07-30,Heung Yuen Wai,29134,-9567,19567
2025-07-30,Lok Ma Chau,11023,-3643,7380
2025-07-30,Man Kam To,1948,-571,1377
2025-07-30,Sha Tau Kok,0,0,0
2025-07-30,Shenzhen Bay,35532,-14490,21042
2025-07-31,Express Rail Link West Kowloon,17591,-26062,-8471
2025-07-31,Lo Wu,68515,-15362,53153
2025-07-31,Lok Ma Chau Spur Line,53813,-16148,37665
2025-07-31,Heung Yuen Wai,28700,-8335,20365
2025-07-31,Lok Ma Chau,10613,-3790,6823
2025-07-31,Man Kam To,1742,-586,1156
2025-07-31,Sha Tau Kok,0,0,0
2025-07-31,Shenzhen Bay,36015,-15186,20829
2025-08-01,Express Rail Link West Kowloon,29347,-28436,911
2025-08-01,Lo Wu,84272,-17462,66810
2025-08-01,Lok Ma Chau Spur Line,67338,-18594,48744
2025-08-01,Heung Yuen Wai,32248,-9968,22280
2025-08-01,Lok Ma Chau,13791,-4022,9769
2025-08-01,Man Kam To,1955,-678,1277
2025-08-01,Sha Tau Kok,0,0,0
2025-08-01,Shenzhen Bay,47365,-17993,29372
2025-08-02,Express Rail Link West Kowloon,29197,-39579,-10382
2025-08-02,Lo Wu,105411,-22378,83033
2025-08-02,Lok Ma Chau Spur Line,86023,-28415,57608
2025-08-02,Heung Yuen Wai,34174,-12312,21862
2025-08-02,Lok Ma Chau,16838,-3952,12886
2025-08-02,Man Kam To,2335,-726,1609
2025-08-02,Sha Tau Kok,0,0,0
2025-08-02,Shenzhen Bay,59919,-23552,36367
2025-08-03,Express Rail Link West Kowloon,17500,-30572,-13072
2025-08-03,Lo Wu,77020,-18967,58053
2025-08-03,Lok Ma Chau Spur Line,64243,-21282,42961
2025-08-03,Heung Yuen Wai,30998,-13174,17824
2025-08-03,Lok Ma Chau,12747,-3500,9247
2025-08-03,Man Kam To,1633,-569,1064
2025-08-03,Sha Tau Kok,0,0,0
2025-08-03,Shenzhen Bay,45072,-17184,27888
2025-08-04,Express Rail Link West Kowloon,16771,-25506,-8735
2025-08-04,Lo Wu,61351,-15025,46326
2025-08-04,Lok Ma Chau Spur Line,48162,-15581,32581
2025-08-04,Heung Yuen Wai,21926,-9240,12686
2025-08-04,Lok Ma Chau,10067,-3846,6221
2025-08-04,Man Kam To,1555,-452,1103
2025-08-04,Sha Tau Kok,0,0,0
2025-08-04,Shenzhen Bay,32049,-13544,18505
2025-08-05,Express Rail Link West Kowloon,12517,-19737,-7220
2025-08-05,Lo Wu,43448,-9657,33791
2025-08-05,Lok Ma Chau Spur Line,33243,-9897,23346
2025-08-05,Heung Yuen Wai,15090,-7165,7925
2025-08-05,Lok Ma Chau,7019,-2692,4327
2025-08-05,Man Kam To,1072,-290,782
2025-08-05,Sha Tau Kok,0,0,0
2025-08-05,Shenzhen Bay,20822,-9853,10969
2025-08-06,Express Rail Link West Kowloon,15709,-22409,-6700
2025-08-06,Lo Wu,64139,-13688,50451
2025-08-06,Lok Ma Chau Spur Line,50816,-14628,36188
2025-08-06,Heung Yuen Wai,24800,-9650,15150
2025-08-06,Lok Ma Chau,10134,-3417,6717
2025-08-06,Man Kam To,1693,-567,1126
2025-08-06,Sha Tau Kok,0,0,0
2025-08-06,Shenzhen Bay,31367,-12620,18747
2025-08-07,Express Rail Link West Kowloon,18075,-28917,-10842
2025-08-07,Lo Wu,72938,-17918,55020
2025-08-07,Lok Ma Chau Spur Line,57652,-19614,38038
2025-08-07,Heung Yuen Wai,30796,-12235,18561
2025-08-07,Lok Ma Chau,11504,-4341,7163
2025-08-07,Man Kam To,1888,-652,1236
2025-08-07,Sha Tau Kok,0,0,0
2025-08-07,Shenzhen Bay,37771,-18696,19075
2025-08-08,Express Rail Link West Kowloon,26401,-35037,-8636
2025-08-08,Lo Wu,88789,-21718,67071
2025-08-08,Lok Ma Chau Spur Line,69701,-24975,44726
2025-08-08,Heung Yuen Wai,34907,-12070,22837
2025-08-08,Lok Ma Chau,14134,-5091,9043
2025-08-08,Man Kam To,2215,-776,1439
2025-08-08,Sha Tau Kok,0,0,0
2025-08-08,Shenzhen Bay,49367,-21333,28034
2025-08-09,Express Rail Link West Kowloon,28188,-44604,-16416
2025-08-09,Lo Wu,123256,-30140,93116
2025-08-09,Lok Ma Chau Spur Line,101659,-44353,57306
2025-08-09,Heung Yuen Wai,45179,-17507,27672
2025-08-09,Lok Ma Chau,20783,-5877,14906
2025-08-09,Man Kam To,2935,-919,2016
2025-08-09,Sha Tau Kok,0,0,0
2025-08-09,Shenzhen Bay,70727,-30404,40323
2025-08-10,Express Rail Link West Kowloon,16896,-38979,-22083
2025-08-10,Lo Wu,89757,-25805,63952
2025-08-10,Lok Ma Chau Spur Line,74504,-33515,40989
2025-08-10,Heung Yuen Wai,36654,-18869,17785
2025-08-10,Lok Ma Chau,15179,-4888,10291
2025-08-10,Man Kam To,1871,-885,986
2025-08-10,Sha Tau Kok,0,0,0
2025-08-10,Shenzhen Bay,52538,-23508,29030
2025-08-11,Express Rail Link West Kowloon,17422,-30925,-13503
2025-08-11,Lo Wu,73291,-20470,52821
2025-08-11,Lok Ma Chau Spur Line,57863,-21156,36707
2025-08-11,Heung Yuen Wai,30518,-10746,19772
2025-08-11,Lok Ma Chau,11386,-4788,6598
2025-08-11,Man Kam To,1962,-629,1333
2025-08-11,Sha Tau Kok,0,0,0
2025-08-11,Shenzhen Bay,37812,-17998,19814
2025-08-12,Express Rail Link West Kowloon,15913,-28307,-12394
2025-08-12,Lo Wu,71540,-17938,53602
2025-08-12,Lok Ma Chau Spur Line,56225,-19074,37151
2025-08-12,Heung Yuen Wai,30560,-11267,19293
2025-08-12,Lok Ma Chau,11308,-3863,7445
2025-08-12,Man Kam To,1820,-752,1068
2025-08-12,Sha Tau Kok,0,0,0
2025-08-12,Shenzhen Bay,36564,-16480,20084
2025-08-13,Express Rail Link West Kowloon,16641,-29078,-12437
2025-08-13,Lo Wu,71535,-17943,53592
2025-08-13,Lok Ma Chau Spur Line,56506,-19446,37060
2025-08-13,Heung Yuen Wai,30738,-12080,18658
2025-08-13,Lok Ma Chau,11314,-3845,7469
2025-08-13,Man Kam To,1885,-630,1255
2025-08-13,Sha Tau Kok,0,0,0
2025-08-13,Shenzhen Bay,36060,-16702,19358
2025-08-14,Express Rail Link West Kowloon,15076,-21741,-6665
2025-08-14,Lo Wu,55158,-13230,41928
2025-08-14,Lok Ma Chau Spur Line,41278,-13051,28227
2025-08-14,Heung Yuen Wai,18255,-7712,10543
2025-08-14,Lok Ma Chau,8986,-3115,5871
2025-08-14,Man Kam To,1395,-360,1035
2025-08-14,Sha Tau Kok,0,0,0
2025-08-14,Shenzhen Bay,26593,-13628,12965
2025-08-15,Express Rail Link West Kowloon,26855,-32823,-5968
2025-08-15,Lo Wu,83170,-19757,63413
2025-08-15,Lok Ma Chau Spur Line,67015,-20380,46635
2025-08-15,Heung Yuen Wai,31626,-8803,22823
2025-08-15,Lok Ma Chau,13633,-4429,9204
2025-08-15,Man Kam To,2251,-679,1572
2025-08-15,Sha Tau Kok,0,0,0
2025-08-15,Shenzhen Bay,47521,-20434,27087
2025-08-16,Express Rail Link West Kowloon,27197,-45749,-18552
2025-08-16,Lo Wu,120637,-32966,87671
2025-08-16,Lok Ma Chau Spur Line,101313,-45297,56016
2025-08-16,Heung Yuen Wai,45895,-16317,29578
2025-08-16,Lok Ma Chau,20131,-6344,13787
2025-08-16,Man Kam To,2557,-1102,1455
2025-08-16,Sha Tau Kok,0,0,0
2025-08-16,Shenzhen Bay,71614,-33326,38288
2025-08-17,Express Rail Link West Kowloon,15846,-40407,-24561
2025-08-17,Lo Wu,83742,-26300,57442
2025-08-17,Lok Ma Chau Spur Line,69218,-31821,37397
2025-08-17,Heung Yuen Wai,34587,-15629,18958
2025-08-17,Lok Ma Chau,14272,-4926,9346
2025-08-17,Man Kam To,1786,-830,956
2025-08-17,Sha Tau Kok,0,0,0
2025-08-17,Shenzhen Bay,49549,-25241,24308
2025-08-18,Express Rail Link West Kowloon,16324,-30419,-14095
2025-08-18,Lo Wu,66010,-18197,47813
2025-08-18,Lok Ma Chau Spur Line,52593,-18505,34088
2025-08-18,Heung Yuen Wai,25567,-8642,16925
2025-08-18,Lok Ma Chau,10880,-4324,6556
2025-08-18,Man Kam To,1733,-538,1195
2025-08-18,Sha Tau Kok,0,0,0
2025-08-18,Shenzhen Bay,33870,-16659,17211
2025-08-19,Express Rail Link West Kowloon,15010,-35688,-20678
2025-08-19,Lo Wu,64659,-19659,45000
2025-08-19,Lok Ma Chau Spur Line,50517,-20732,29785
2025-08-19,Heung Yuen Wai,23599,-8278,15321
2025-08-19,Lok Ma Chau,10438,-4947,5491
2025-08-19,Man Kam To,1843,-567,1276
2025-08-19,Sha Tau Kok,0,0,0
2025-08-19,Shenzhen Bay,33134,-20261,12873
2025-08-20,Express Rail Link West Kowloon,16314,-35689,-19375
2025-08-20,Lo Wu,72985,-22341,50644
2025-08-20,Lok Ma Chau Spur Line,58098,-23171,34927
2025-08-20,Heung Yuen Wai,30829,-10167,20662
2025-08-20,Lok Ma Chau,11436,-5027,6409
2025-08-20,Man Kam To,2011,-694,1317
2025-08-20,Sha Tau Kok,0,0,0
2025-08-20,Shenzhen Bay,37953,-21508,16445
2025-08-21,Express Rail Link West Kowloon,17723,-31293,-13570
2025-08-21,Lo Wu,73448,-19977,53471
2025-08-21,Lok Ma Chau Spur Line,59733,-21373,38360
2025-08-21,Heung Yuen Wai,32534,-10185,22349
2025-08-21,Lok Ma Chau,11519,-4238,7281
2025-08-21,Man Kam To,2023,-850,1173
2025-08-21,Sha Tau Kok,0,0,0
2025-08-21,Shenzhen Bay,39480,-18686,20794
2025-08-22,Express Rail Link West Kowloon,25605,-33592,-7987
2025-08-22,Lo Wu,87010,-20597,66413
2025-08-22,Lok Ma Chau Spur Line,71367,-22790,48577
2025-08-22,Heung Yuen Wai,35079,-9719,25360
2025-08-22,Lok Ma Chau,14422,-4644,9778
2025-08-22,Man Kam To,2358,-810,1548
2025-08-22,Sha Tau Kok,0,0,0
2025-08-22,Shenzhen Bay,52288,-21672,30616
2025-08-23,Express Rail Link West Kowloon,27693,-41935,-14242
2025-08-23,Lo Wu,121303,-27969,93334
2025-08-23,Lok Ma Chau Spur Line,104674,-40241,64433
2025-08-23,Heung Yuen Wai,45212,-15220,29992
2025-08-23,Lok Ma Chau,20519,-5674,14845
2025-08-23,Man Kam To,2974,-1018,1956
2025-08-23,Sha Tau Kok,0,0,0
2025-08-23,Shenzhen Bay,74062,-30492,43570
2025-08-24,Express Rail Link West Kowloon,16363,-35220,-18857
2025-08-24,Lo Wu,85965,-21627,64338
2025-08-24,Lok Ma Chau Spur Line,74397,-27797,46600
2025-08-24,Heung Yuen Wai,35808,-12456,23352
2025-08-24,Lok Ma Chau,14792,-4195,10597
2025-08-24,Man Kam To,1859,-751,1108
2025-08-24,Sha Tau Kok,0,0,0
2025-08-24,Shenzhen Bay,51653,-21821,29832
2025-08-25,Express Rail Link West Kowloon,16323,-28781,-12458
2025-08-25,Lo Wu,73380,-20219,53161
2025-08-25,Lok Ma Chau Spur Line,58745,-20341,38404
2025-08-25,Heung Yuen Wai,30199,-7935,22264
2025-08-25,Lok Ma Chau,11180,-4407,6773
2025-08-25,Man Kam To,2064,-649,1415
2025-08-25,Sha Tau Kok,0,0,0
2025-08-25,Shenzhen Bay,38448,-17596,20852
2025-08-26,Express Rail Link West Kowloon,16397,-28533,-12136
2025-08-26,Lo Wu,73455,-18676,54779
2025-08-26,Lok Ma Chau Spur Line,58709,-19931,38778
2025-08-26,Heung Yuen Wai,30647,-8217,22430
2025-08-26,Lok Ma Chau,11392,-4078,7314
2025-08-26,Man Kam To,1985,-721,1264
2025-08-26,Sha Tau Kok,0,0,0
2025-08-26,Shenzhen Bay,39752,-18925,20827
2025-08-27,Express Rail Link West Kowloon,17193,-25404,-8211
2025-08-27,Lo Wu,76237,-17279,58958
2025-08-27,Lok Ma Chau Spur Line,61258,-18841,42417
2025-08-27,Heung Yuen Wai,31769,-7705,24064
2025-08-27,Lok Ma Chau,11836,-4004,7832
2025-08-27,Man Kam To,2043,-687,1356
2025-08-27,Sha Tau Kok,0,0,0
2025-08-27,Shenzhen Bay,39343,-16704,22639
2025-08-28,Express Rail Link West Kowloon,18588,-23777,-5189
2025-08-28,Lo Wu,75778,-16094,59684
2025-08-28,Lok Ma Chau Spur Line,61772,-18165,43607
2025-08-28,Heung Yuen Wai,31417,-6636,24781
2025-08-28,Lok Ma Chau,11774,-3804,7970
2025-08-28,Man Kam To,1959,-684,1275
2025-08-28,Sha Tau Kok,0,0,0
2025-08-28,Shenzhen Bay,40041,-16327,23714
2025-08-29,Express Rail Link West Kowloon,25721,-25154,567
2025-08-29,Lo Wu,90391,-16057,74334
2025-08-29,Lok Ma Chau Spur Line,74934,-18263,56671
2025-08-29,Heung Yuen Wai,34553,-5848,28705
2025-08-29,Lok Ma Chau,14393,-3817,10576
2025-08-29,Man Kam To,2250,-642,1608
2025-08-29,Sha Tau Kok,0,0,0
2025-08-29,Shenzhen Bay,50826,-16515,34311
2025-08-30,Express Rail Link West Kowloon,23987,-35516,-11529
2025-08-30,Lo Wu,115524,-23040,92484
2025-08-30,Lok Ma Chau Spur Line,97405,-31495,65910
2025-08-30,Heung Yuen Wai,43711,-7764,35947
2025-08-30,Lok Ma Chau,20091,-4244,15847
2025-08-30,Man Kam To,2667,-835,1832
2025-08-30,Sha Tau Kok,0,0,0
2025-08-30,Shenzhen Bay,67179,-24279,42900
2025-08-31,Express Rail Link West Kowloon,12625,-19690,-7065
2025-08-31,Lo Wu,75071,-14463,60608
2025-08-31,Lok Ma Chau Spur Line,62021,-20318,41703
2025-08-31,Heung Yuen Wai,33582,-7043,26539
